co_carta_consulta,no_projeto,sg_projeto,sg_fonte,va_dolar,no_unidade_federal,co_sujeito,no_tecnico,no_setor,informacoes,fase,dt_assinatura,dt_ultimo_desembolso_vigente,no_abrangencia_nacional,aggregation,tipo_operacao,co_executor,no_executor
"58446","Projeto Desenvolvimento Sustentado, Conservação da Biodiversidade Juruena/MT","JURUENA-MT 1ª FASE","GEF","277000.0","Estado do Mato Grosso","424","Antônio Sabino da Costa Filho","Gestão Ambiental","","Finalizada","","","Estadual","2272","Doação","424","Instituto Brasileiro de Pesquisas e Estudos Ambientais"
"58687","Conservação e Uso Sustentável da Biodiversidade no Nordeste do Mato Grosso","JURUENA- 2ª FASE","GEF","6753000.0","Estado do Mato Grosso","843","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","01/04/2001 00:00","31/12/2011 00:00","Estadual","2272","Doação","0",""
"58318","Integrado de Desenv. Agroindustrial para Benefic. Produtos Hortifrutigranjeiros","HORTIFRUTIGRANJEIROS","ITALIA","1.75E7","Estado do Mato Grosso","843","Antônio Sabino da Costa Filho","Agricultura","","Arquivado","","","Estadual","2272","Financiamento","0",""
"58446","Projeto Desenvolvimento Sustentado, Conservação da Biodiversidade Juruena/MT","JURUENA-MT 1ª FASE","EU","78000.0","Estado do Mato Grosso","424","Antônio Sabino da Costa Filho","Gestão Ambiental","","Finalizada","","","Estadual","2272","Doação","424","Instituto Brasileiro de Pesquisas e Estudos Ambientais"
"59937","Refinanciamento e Recomposição do Principal de Dívidas do Estado de Mato Grosso no Âmbito da Lei Federal Nº. 9.496/1997","Refinanciamento da Divida","Credit Suisse","9.42231212E8","Estado do Mato Grosso","843","Vitor de Lima Magalhães","Troca de Dívida","(61) 2020-4387","Em preparação","","","Estadual","2272","Financiamento","410","Governo do Estado de Mato Grosso"
"57896","Saneamento Ambiental de Cuiaba","PROSAN - CUIABÁ","BIRD","7.761E7","Estado do Mato Grosso","922","Antônio Sabino da Costa Filho","Saneamento","","Arquivado","","","Municipal","2272","Financiamento","0",""
"58956","PROINFRA - Obras de Saneamento e Infra-Estrutura Viária e Urbana de Cuiabá","PROINFRA-Cuiabá (MT)","CAF","1.5802E7","Estado do Mato Grosso","922","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Municipal","2272","Financiamento","498","Prefeitura Municipal de Cuiabá - MT"
"59218","Programa de Recuperação das Áreas Degradadas do Vale do Córrego Gumitá e Revitalização do Entorno","PROJETO CÓRREGO GUMITÁ","FONPLATA","1.14E7","Estado do Mato Grosso","922","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Municipal","2272","Financiamento","498","Prefeitura Municipal de Cuiabá - MT"
"59243","Programa de Implantação do Sistema de Esgotamento Sanitário de SINOP","PRÓ-SANEAMENTO","CAF","1.65E7","Estado do Mato Grosso","1028","Necy Yonamine","Saneamento","(61) 2020-4811","Arquivado","","","Municipal","2272","Financiamento","610","Secretaria de Desenvolvimento Urbano e Meio Ambiente do Município de Sinop - MT"
"59378","Projeto de Recuperação Ambiental do Córrego Central de Sorriso - PROJETO CIDADE SORRISO","PROJETO CIDADE SORRISO","FONPLATA","3600000.0","Estado do Mato Grosso","1030","Manuella Damasceno Louzada","Urbanismo","","Arquivado","","","Municipal","2272","Financiamento","127","Prefeitura Municipal de Sorriso - MT"
"59593"," Projeto AÇÃO METRÓPOLE - 2ª etapa","METROPOLITANO PARÁ","JICA","1.7041626E8","Estado do Pará","858","Sandra Maria de Carvalho Amaral","Urbanismo","(61) 2020-4813","Em execução","04/09/2012 00:00","04/03/2018 00:00","Estadual","2272","Financiamento","651","Secretaria de Estado de Projetos Estratégicos do Pará"
"59614","Doação - Programa de Eficiência Energética para Clientes Residenciais de Baixa Renda  das Centrais Elétricas do Pará S. A. - CELPA","DOAÇÃO CELPA","BID","1000000.0","Estado do Pará","312","Humberto Leite Freitas Filho","Energia","(61) 2020-4837","Arquivado","","","Estadual","2272","Doação","312","Centrais Elétricas do Pará S/A - CELPA"
"59342","Programa de Apoio à Modernização e à Transparência da Gestão Fiscal do Estado do Pará","Profisco - PA- (2078/OC-BR)","BID","1.0E7","Estado do Pará","858","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Em execução","28/09/2009 00:00","28/09/2015 00:00","Estadual","2272","Financiamento","412","Governo do Estado do Pará"
"58706","Programa de Apoio ao Desenvolvimento Municipal e Melhoria da Infra-Estrutura Regional do Estado do Pará - 1ª Fase","PARÁ URBE - 1ª FASE","BID","4.8E7","Estado do Pará","858","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Finalizada","03/07/2002 00:00","03/12/2010 00:00","Estadual","2272","Financiamento","412","Governo do Estado do Pará"
"58777","Programa de Apoio ao Desenvolvimento Urbano e Melhoria da Infra-Estrutura Regional do Estado do Pará - 2ª Fase","PARÁ URBE - 2ª FASE","BID","5.0E7","Estado do Pará","858","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Estadual","2272","Financiamento","412","Governo do Estado do Pará"
"59544","Programa de Desenvolvimento do Turismo Sustentável do Estado do Pará","PRODETUR - PA","BID","2.64E7","Estado do Pará","858","Rosangela Moreira Castelo Branco","Turismo","(61) 2020-4809","Aguardando Assinatura","","","Estadual","2272","Financiamento","346","Companhia Paraense de Turismo - PARATUR"
"59871","Programa de Melhoria da Qualidade e Expansão da Cobertura da Educação Básica no Estado do Pará","EDUCAÇÃO BÁSICA - PA","BID","2.0081E8","Estado do Pará","858","Neuseli Ayres do Couto Castanheira","Educação","(61) 2020-4818","Em execução","16/12/2013 00:00","16/12/2018 00:00","Estadual","2272","Financiamento","1380","Secretaria de Estado de Educação do Pará"
"58146","Proj. de Reestrut. e Modernização do Sist. Tributário - PA","TRIBUTÁRIO - PA","BID","2.2E7","Estado do Pará","858","Wanda Dias Fonseca Taquary","Administração","(61) 2020-4847","Arquivado","","","Estadual","2272","Financiamento","412","Governo do Estado do Pará"
"57842","Saneamento e Vias de Belém","SANEAMENTO BELÉM","BID","1.15E8","Estado do Pará","858","Necy Yonamine","Saneamento","(61) 2020-4811","Finalizada","27/01/1993 00:00","31/12/2004 00:00","Estadual","2272","Financiamento","480","Prefeitura Municipal de Belém - PA"
"57842","Saneamento e Vias de Belém","SANEAMENTO BELÉM","BID","3.0E7","Estado do Pará","858","Necy Yonamine","Saneamento","(61) 2020-4811","Finalizada","27/01/1993 00:00","31/12/2004 00:00","Estadual","2272","Financiamento","480","Prefeitura Municipal de Belém - PA"
"59075","Programa Redução Pobreza Gestão dos Recursos Naturais do Estado do Pará","PARÁ RURAL","BIRD","6.0E7","Estado do Pará","858","Leny Maria Corazza","Agricultura","(61) 2020-4358","Em execução","07/11/2007 00:00","31/12/2014 00:00","Estadual","2272","Financiamento","412","Governo do Estado do Pará"
"58093","Reforma do Estado - Pará","REFORMA - PA","BIRD","6.0E7","Estado do Pará","858","Antônio Sabino da Costa Filho","Administração","","Arquivado","","","Estadual","2272","Financiamento","412","Governo do Estado do Pará"
"59361","Programa de Infra-Estrutura Rodoviária - PA","Rodovias Pará - CAF","CAF","8.5E7","Estado do Pará","858","Sandra Maria de Carvalho Amaral","Transporte","(61) 2020-4813","Finalizada","08/07/2009 00:00","08/07/2012 00:00","Estadual","2272","Financiamento","744","Secretaria Estadual de Transportes do Pará"
"59652","Doação-Saneamento Pará","DOAÇÃO SANEAMENTO PARÁ","BID","800000.0","Estado do Pará","858","Humberto Leite Freitas Filho","Saneamento","(61) 2020-4837","Finalizada","","13/02/2010 00:00","Estadual","2272","Doação","334","Companhia de Saneamento do Pará - COSAMPA"
"59038","Doação para o Projeto de Desenvolvimento Rural Integrado do Pará","DOAÇÃO PCPR PHRD - PA","WB-IDF","700000.0","Estado do Pará","858","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","01/08/2004 00:00","30/03/2006 00:00","Estadual","2272","Doação","412","Governo do Estado do Pará"
"58430","Sistema de Cogitação de Energia Através do Óleo de Dendê","OLEO DENDE","GEF","915000.0","Estado do Pará","858","Ronald Ferreira de Melo","Energia","(61) 2020-4814","Arquivado","","","Estadual","2272","Financiamento","478","Prefeitura Municipal de Barra Mansa - RJ"
"58430","Sistema de Cogitação de Energia Através do Óleo de Dendê","OLEO DENDE","BIRD/IFC","971000.0","Estado do Pará","858","Ronald Ferreira de Melo","Energia","(61) 2020-4814","Arquivado","","","Estadual","2272","Financiamento","478","Prefeitura Municipal de Barra Mansa - RJ"
"58116","Reforma do Estado do Pará - Assistência Técnica","DOAÇÃO REFORMA PA","WB-JG","1300000.0","Estado do Pará","858","Antônio Sabino da Costa Filho","Administração","","Arquivado","","","Estadual","2272","Doação","0",""
"59215","Programa de Desenvolvimento Social e  Ambiental de Ananindeua","SANEAR ANANINDEUA","CAF","1.5E7","Estado do Pará","878","Ronald Ferreira de Melo","Saneamento","(61) 2020-4814","Arquivado","","","Municipal","2272","Financiamento","791","Secretaria Municipal de Saneamento Ambiental de Ananindeua"
"59721","Programa de Desenvolvimento do Turismo Sustentável do Município de Belém","PRODETUR BELÉM","BID","3.5E7","Estado do Pará","891","Rosangela Moreira Castelo Branco","Comércio e Serviços","(61) 2020-4809","Arquivado","","","Municipal","2272","Financiamento","480","Prefeitura Municipal de Belém - PA"
"59853","Programa de Saneamento Básico da Bacia da Estrada Nova - PROMABEN II","PROMABEN II","BID","1.25E8","Estado do Pará","891","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Aguardando Assinatura","","","Municipal","2272","Financiamento","480","Prefeitura Municipal de Belém - PA"
"59226","Programa de Saneamento da Bacia da Estrada Nova","PROMABEN","BID","6.875E7","Estado do Pará","891","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Finalizada","02/04/2009 00:00","02/04/2014 00:00","Municipal","2272","Financiamento","480","Prefeitura Municipal de Belém - PA"
"59676","Doação - Apoio a Sustentabilidade Socio-ambiental do Projeto UNA no Município de Belém","SUSTENTABILIDADE-BACIA DO UNA -PA","BID/JCF","750000.0","Estado do Pará","891","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Municipal","2272","Doação","792","Secretaria Municipal de Saneamento de Belém - SESAN"
"58127","Moderniz. do Reestrut. do Sistema de Admin. Tributaria - PB","TRIBUTÁRIO - PB","BID","5400000.0","Estado da Paraíba","840","Wanda Dias Fonseca Taquary","Administração","(61) 2020-4847","Arquivado","","","Estadual","2272","Financiamento","206","Governo do Estado da Paraíba"
"28196","Programa de Apoio à Gestão Integrada em Redes de Saúde e Desenvolvimento Humano do Estado da Paraíba","PROAGIR - PB","BID","5.7842E7","Estado da Paraíba","840","Camila Medina Chagas","Saúde"," ","Arquivado","01/01/2011 00:00","","Estadual","2272","Financiamento","1390","Secretaria de Estado da Saúde da Paraíba"
"59581","Programa de Desenvolvimento do Turismo no Estado da Paraíba - PRODETUR NACIONAL/PB","PRODETUR NACIONAL/PB","BID","2.3E7","Estado da Paraíba","840","Rosangela Moreira Castelo Branco","Comércio e Serviços","(61) 2020-4809","Aguardando Assinatura","","20/02/2052 00:00","Estadual","2272","Financiamento","721","Secretaria de Turismo e Desenvolvimento Econômico do Estado da Paraiba"
"59533","Programa de Modernização Fiscal do Estado da Paraíba","PROFISCO - PB","BID","7479000.0","Estado da Paraíba","840","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Em execução","18/05/2012 00:00","18/05/2017 00:00","Estadual","2272","Financiamento","627","Secretaria de Estado da Receita da Paraiba"
"58779","Programa de Combate à Pobreza Rural no Estado da Paraíba - PCPR/PB","PCPR - PB III","BIRD","6.0E7","Estado da Paraíba","840","Leny Maria Corazza","Agricultura","(61) 2020-4358","Arquivado","","","Estadual","2272","Financiamento","206","Governo do Estado da Paraíba"
"58179","Projeto de Combate à Pobreza Rural na Paraíba","PCPR - PB II","BIRD","6.0E7","Estado da Paraíba","840","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","16/02/1998 00:00","30/06/2006 00:00","Estadual","2272","Financiamento","737","Secretaria Especial de Política Habitacional"
"59220","Projeto de Redução da Pobreza Rural do Estado da Paraiba-PCPR/COOPERAR","PCPR - PB/ COOPERAR","BIRD","2.09E7","Estado da Paraíba","840","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","28/04/2010 00:00","28/02/2014 00:00","Estadual","2272","Financiamento","206","Governo do Estado da Paraíba"
"59999","Projeto Paraíba Rural Sustentável","PPRS","BIRD","5.0E7","Estado da Paraíba","840","Leny Maria Corazza","Agricultura","(61) 2020-4358","Em preparação","","","Estadual","2272","Financiamento","206","Governo do Estado da Paraíba"
"59521","Programa de Pavimentação e Recuperação de Rodovias do Estado da Paraíba - PB","Projeto  NOVOS CAMINHOS","CAF","1.0E8","Estado da Paraíba","840","Wanda Dias Fonseca Taquary","Transporte","(61) 2020-4847","Finalizada","26/04/2010 00:00","26/04/2014 00:00","Estadual","2272","Financiamento","362","Departamento de Estradas de Rodagem do Estado da Paraíba - PB"
"58690","Doação - Programa de Desenvolvimento Institucional do Sistema Único de Saúde - Paraíba","DOAÇÃO SAÚDE - PB","WB-IDF","495000.0","Estado da Paraíba","840","Manuella Damasceno Louzada","Saúde","","Arquivado","","","Estadual","2272","Doação","206","Governo do Estado da Paraíba"
"59572","Projeto de Desenvolvimento Sustentável do Cariri e Seridó","PROCASE- Paraiba Proj.Cariri-Seridó","FIDA","2.4999999E7","Estado da Paraíba","840","Leny Maria Corazza","Agricultura","(61) 2020-4358","Em execução","17/10/2012 00:00","17/10/2018 00:00","Estadual","2272","Financiamento","647","Secretaria de Estado de Planejamento e Gestão da Paraiba"
"58916","Doação - Projeto de Melhoria da Qualidade do Ensino Fundamental - PB","ENS.FUNDAMENTAL/PB","WB-JG","254000.0","Estado da Paraíba","840","Neuseli Ayres do Couto Castanheira","Educação","(61) 2020-4818","Finalizada","20/06/2002 00:00","08/05/2005 00:00","Estadual","2272","Doação","206","Governo do Estado da Paraíba"
"59003","Doação para Gestão e Racionalização do Uso dos Recursos Naturais da Paraíba","DOAÇÃO PARAÍBA - PB","WB-JG","1000000.0","Estado da Paraíba","840","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Estadual","2272","Doação","206","Governo do Estado da Paraíba"
"58382","Sistema de Água no Estado da Paraíba","DOAÇÃO ÁGUA - PB","WB-JG","900000.0","Estado da Paraíba","840","Antônio Sabino da Costa Filho","Saneamento","","Arquivado","","","Estadual","2272","Doação","206","Governo do Estado da Paraíba"
"59233","Programa Integrado de Desenvolvimento Urbano e Inclusão Social de Campina Grande","CAMPINA GRANDE VIVA","BID","1.8E7","Estado da Paraíba","904","Ronald Ferreira de Melo","Urbanismo","(61) 2020-4814","Arquivado","","","Municipal","2272","Financiamento","490","Prefeitura Municipal de Campina Grande - PB"
"58472","Melhoria do Sistema Viário de Segurança de Trânsito em Campina Grande - PB","SIS.VIÁRIO CAMP. GDE","BID","4.59E7","Estado da Paraíba","840","Antônio Sabino da Costa Filho","Transporte","","Arquivado","","","Municipal","2272","Financiamento","0",""
"58200","Modernização Administrativa da Prefeitura Municipal de João Pessoa","MODERN. JOÃO PESSOA","BID","7335000.0","Estado da Paraíba","840","Antônio Sabino da Costa Filho","Administração","","Arquivado","","","Municipal","2272","Financiamento","0",""
"59720","Doação - Plano Diretor de Transporte Urbano e Estruturação do Corredor Expresso de Ônibus de João Pessoa","DOAÇÃO TRANSPORTE - PARAÍBA","BID","900000.0","Estado da Paraíba","949","Ronald Ferreira de Melo","Urbanismo","(61) 2020-4814","Finalizada","22/02/2011 00:00","22/02/2012 00:00","Municipal","2272","Doação","512","Prefeitura Municipal de João Pessoa - PB"
"59225","Programa de Desenvolvimento Urbano e Inclusão Social de João Pessoa - Fase I","PRODURB-SOCIAL - FASE I","BID","2.5E7","Estado da Paraíba","949","Manuella Damasceno Louzada","Urbanismo","","Arquivado","","","Municipal","2272","Financiamento","512","Prefeitura Municipal de João Pessoa - PB"
"57989","Prog. Melhoria De Transporte De Massa Em João Pessoa","TRANSP. MASSA - PB","BIRD","2.85E7","Estado da Paraíba","840","Antônio Sabino da Costa Filho","Transporte","","Arquivado","","06/04/1996 00:00","Municipal","2272","Financiamento","0",""
"57791","Programa de Apoio ao Pequeno Produtor Rural - PERNAMBUCO","PAPP - PE","BIRD","9.2E7","Estado de Pernambuco","846","Rosangela Moreira Castelo Branco","Agricultura","(61) 2020-4809","Finalizada","15/07/1986 00:00","30/06/1996 00:00","Federal","2272","Financiamento","698","Secretaria de Planejamento e Gestão do Estado de Pernambuco"
"59812","Doação - Apoio à implantação do Projeto de Saneamento Ambiental da Bacia do Ipojuca","DOAÇÃO-PSA-IPOJUCA","BID","750000.0","Estado de Pernambuco","846","Humberto Leite Freitas Filho","Energia","(61) 2020-4837","Finalizada","13/08/2011 00:00","06/07/2012 00:00","Estadual","2272","Doação","709","Secretaria de Recursos Hídricos do Estado de Pernambuco e COMPESA - Co-Executor"
